Title,Year,Format,Region,Theme,Genre,Animated,Watched,Commentary,Nudity,Subtitles,Sound,Runtime,Rating,Starring1,Starring2,Creator1,Decade,Added,Watched
Beavis and Butt-Head Do America,1996,DVD,2,,Comedy,Y,N,N,N,EN/DK,,78,,,,Mike Judge,1990,02/05/2021,
Becoming Jane,2006,DVD,2,Romantic,Drama,N,N,N,,DK,,116,,Demi Moore,,,2000,,
Bedazzled,2000,DVD,2,Demonic,Comedy,N,Y,N,N,EN/DK,,89,6,Brendan Fraser,Elizabeth Hurley,Harold Ramis,2000,20/10/2020,06/11/2020
Beetlejuice,1988,Blu-Ray,B,Demonic,Comedy,N,Y,N,N,EN/DK,,92,6,Michael Keaton,Geena Davis,Tim Burton,1980,,
Behemoth: CRush.fUKK.CReate: Requiem for Generation Armagheddon,2003,DVD,0,Music,Documentary,N,Y,N,,,,180,5,,,,2000,,
Behind Enemy Lines,2001,DVD,2,War / Military,Action,N,Y,N,N,EN/DK,,101,5,Owen Wilson,Gene Hackman,,2000,08/03/2020,15/03/2020
Behind Enemy Lines II: Axis of Evil,2006,DVD,2,War / Military,Action,N,N,N,N,EN/DK,,92,,,,,2000,08/03/2020,
"Be Kind Rewind",2007,DVD,2,Cult,Comedy,N,N,N,N,DK,,98,,Jack Black,Mos Deff,Michel Gondry,2000,28/04/2020,
Below,2002,DVD,2,Submarine,Thriller,N,N,N,N,DK,,101,,Matt Davis,Bruce Greenwood,David Twohy,2000,19/07/2021,
Ben-Hur,1959,DVD,2,Historical,Epic,N,N,Y,,EN/DK,,214,,,,,1950,,
Beowulf,1999,DVD,2,Fantasy,Adventure,N,N,N,N,DK,,89,,Cristopher Lambert,Rhona Mitra,Graham Baker,1990,29/03/2021,
Beowulf & Grendel,2005,DVD,2,Fantasy,Epic,N,Y,Y,Y,,,100,7,Gerard Butler,,,2000,,
Beverly Hills Cop,1984,Blu-Ray,B,Detective,Action Comedy,N,Y,Y,Y,EN/DK,,105,6,Eddie Murphy,,Martin Brest,1980,08/02/2020,07/11/2020
Beverly Hills Cop 2,1987,Blu-Ray,B,Detective,Action Comedy,N,Y,N,Y,EN/DK,,103,5,Eddie Murphy,,,1980,08/02/2020,08/11/2020
Beverly Hills Cop 3,1994,Blu-Ray,B,Detective,Action Comedy,N,Y,N,N,EN/DK,,104,6,Eddie Murphy,,,1990,08/02/2020,
Beyond A Resonable Doubt,2009,DVD,2,Court,Thriller,N,N,N,N,DK,,101,,Michael Douglas,Jesse Metcalfe,Peter Hyam,2000,25/07/2021,
"Big Bang Theory The: Season 1",2007,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2000,20/10/2020,
"Big Bang Theory The: Season 2",2008,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2000,20/10/2020,
"Big Bang Theory The: Season 3",2009,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2000,20/10/2020,
"Big Bang Theory The: Season 4",2010,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2010,20/10/2020,
"Big Bang Theory The: Season 5",2011,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2010,20/10/2020,
"Big Bang Theory The: Season 6",2012,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2010,20/10/2020,
"Big Bang Theory The: Season 7",2013,DVD,2,,Comedy,N,N,N,N,EN/DK,,358,,Johnny Galeki,Jim Parsons,Chuck Lorre,2010,20/10/2020,
Big Daddy,1999,DVD,2,Romantic,Comedy,N,N,N,N,EN/DK,,89,,Adam Sandler,Joey Lauren,Dennis Dugan,1990,10/11/2020,
Big Fish,2003,DVD,2,Fantasy,Adventure,N,Y,Y,N,EN/DK,,120,5,Ewan McGregor,,,2000,,
"Big Lebowsky The",1998,DVD,2,Crime,Comedy,N,Y,N,Y,EN/DK,,112,7,Jeff Bridges,John Goodman,Cohen Brothers,1990,,
Big Trouble in Little China,1986,DVD,2,Supernatural,Action Comedy,N,Y,Y,N,EN/DK,,95,7,Kurt Russell,Kim Cattrall,John Carpenter,1980,,
Big Trouble in Little China,1986,Blu-Ray,B,Supernatural,Action Comedy,N,Y,Y,N,EN,,100,7,Kurt Russell,Kim Cattrall,John Carpenter,1980,,16/08/2020
"Big White The",2005,DVD,2,Crime,Comedy,N,Y,N,N,EN/DK,,101,3,Robin Williams ,Woody Harrelsson,David Schwimmer,2000,,31/12/2019
"Big Year The",2011,Blu-Ray,A/B/C,Romantic,Comedy,N,Y,N,N,EN/DK,,100,5,Steve Martin,Jack Black,,2010,,
Billy Madison,1995,DVD,2,School,Comedy,N,Y,N,N,EN/DK,,86,5,Adam Sandler,,,1990,,16/06/2020
Birdman,2014,DVD,2,Music,Drama,N,N,N,N,DK,,114,,Michael Keaton,,Alejandro G. Inarittu,2010,07/04/2021,
"Black Adder Season 1",1983,DVD,2,Alternate History,Comedy,N,Y,N,N,DK,,,4,Rowan Atkinson,,,1980,22/01/2020,26/04/2020
"Black Adder Season 2",1986,DVD,2,Alternate History,Comedy,N,Y,N,N,DK,,,6,Rowan Atkinson,,,1980,22/01/2020,26/04/2020
"Black Adder Season 3",1987,DVD,2,Alternate History,Comedy,N,Y,N,N,DK,,,6,Rowan Atkinson,,,1980,22/01/2020,
"Black Adder Season 4",1989,DVD,2,Alternate History,Comedy,N,N,N,N,DK,,,,Rowan Atkinson,,,1980,22/01/2020,
Black Adder Christmas Special,2008,DVD,2,Alternate History,Comedy,N,Y,N,N,DK,,,5,Rowan Atkinson,,,2000,22/01/2020,28/11/2020
Black Christmas ,1974,DVD,2,Serial Killer,Horror,N,N,N,N,DK,,94,,Olivia Hussey,,Bob Clark,1970,28/09/2020,
Black Eagle,1988,DVD,2,Spy,Action,N,N,N,N,DK,,93,,Jean-Claude Van Damme,Sho Kosugi,Erik Karson,1980,25/07/2021,
Black Hawk Down,2001,DVD,2,War / Military,Action,N,Y,N,N,DK,,138,6,Josh Hartnett,Eric Bana,Ridley Scott,2000,,29/08/2020
Black Hawk Down,2001,Blu-Ray,B,War / Military,Action,N,Y,N,N,DK,DTS,138,6,Josh Hartnett,Eric Bana,Ridley Scott,2000,23/08/2021,
Blackjack,1998,DVD,2,Serial Killer,Action,N,Y,N,N,DK,,108,5,Dolph Lundgren,Kate Vernon,John Woo,1990,28/09/2020,18/10/2020
Black Moon Rising,1986,DVD,2,Crime,Action,N,N,N,N,DK,,100,,Tommy Lee Jones,Linda Hamilton,Harley Cokeliss,1980,28/07/2021,
Blackout,2004,DVD,2,Detective,Thriller,N,N,N,N,DK,,93,,Samuel L Jackson,Ashley Judd,Sarah Thorp,2000,30/06/2021,
"Blackout: Invasion Earth The",2020,Blu-Ray,B,Sci-Fi,Action,N,N,N,N,DK,DTS,127,,Petr Fedorov,,Egor Baranov,2020,18/09/2021,
Black Rain,1989,DVD,2,Buddy Cop,Action,N,Y,N,N,EN/DK,,120,4,Michael Douglas,Andy Garcia,Ridley Scott,1980,17/04/2021,18/04/2021
Black Sheep,1995,DVD,2,Everyday,Comedy,N,Y,N,N,EN/DK,,83,6,Chris Farley,David Spade,,1990,,
Blade,1998,DVD,2,Superhero,Action,N,Y,N,N,EN/DK,,115,5,Wesley Snipes,Stephen Dorff,David S. Goyer,1990,22/01/2020,02/04/2020
Blade II,2002,DVD,2,Superhero,Action,N,Y,Y,N,EN/DK,,112,4,Wesley Snipes,Ron Perlman,Guilermo Del Toro,2000,22/01/2020,05/04/2020
Blade Trinity,2004,DVD,2,Superhero,Action,N,Y,N,N,EN/DK,,114,3,Wesley Snipes,Ryan Reynolds,David S. Goyer,2000,22/01/2020,08/04/2020
Blade Runner (Final Cut 2-Disc Special Edition) ,1982,Blu-Ray,B,Sci-Fi,Mystery,N,Y,Y,Y,EN/DK,,117,5,Harrison Ford,,Ridley Scott,1980,,
Blade Runner (Director's Cut),1982,DVD,2,Sci-Fi,Mystery,N,Y,N,Y,EN/DK,,111,5,Harrison Ford,,Ridley Scott,1980,,
Blade Runner 2049,2017,Blu-Ray,A/B/C,Sci-Fi,Mystery,N,Y,N,Y,EN/DK,,163,7,Ryan Gosling,Harrison Ford,Ridley Scott,2010,,
"Blair Witch Project The (Special Edition)",1999,DVD,2,Ghost,Horror,N,N,Y,N,EN,,87,,,,,1990,21/04/2021,
Blast,1997,DVD,2,Terrorist,Action,N,N,N,N,DK,,104,,Rutger Hauer,Linden Ashby,Albert Pyun,1990,25/07/2021,
Blazing Saddles,1974,Blu-Ray,B,Western,Comedy,N,Y,Y,N,EN/DK,,93,5,Cleavon Little,Gene Wilder,Mel Brooks,1970,,
Blinkende Lygter,2001,DVD,2,Crime,Comedy,N,Y,N,Y,DK,,109,7,Søren Pilmark,Mads Mikkelsen,,2000,,
"Blob The",1988,Blu-Ray,B,Extraterrestrial,Horror,N,Y,N,N,EN,,95,6,Kevin Dillon,,Chuck Russell,1980,,06/10/2020
Bloodsport,1988,DVD,2,Martial Arts,Action,N,N,N,N,EN/DK,,89,,Jean Claude Van Damme,Forest Whitaker,Newt Arnold,1980,07/04/2021,
Blood Work,2002,DVD,2,Detective,Thriller,N,Y,N,N,EN/DK,,106,5,Clint Eastwood,Jeff Daniels,Clint Eastwood,2000,22/01/2020,31/01/2020
"Blues Brothers The",1980,DVD,1,Music,Action Comedy,N,N,N,N,EN,Dolby Digital (5.1),148,,John Belushi,Dan Aykroyd,John Landis,1980,21/08/2021,
Blå Mænd,2008,DVD,2,Everyday,Comedy,N,Y,Y,N,EN/DK,,80,5,Thure Lindhardt,Sidse Babett Knudsen,,2000,,11/04/2020
"Bone Collector The",2000,DVD,2,Serial Killer,Thriller,N,Y,Y,N,EN,,118,5,Denzel Washington,Angelina Jolie ,Phillip Noyce,2000,30/11/2020,01/12/2020
Boogeyman,2005,DVD,2,Creature,Horror,N,Y,N,N,DK,,85,3,Barry Watson,Emily Deschanel,Stephen Kay,2000,08/04/2021,29/06/2021
"Book of Eli The",2009,Blu-Ray,A/B/C,Post-Apoc,Action,N,Y,N,Y,EN/DK,,117,6,Denzel Washington,Gary Oldman,,2000,,
"Book Thief The",2013,DVD,2,War / Military,Drama,N,N,N,N,EN/DK,,125,,Geoffrey Rush,Emily Watson,Brian Percival,2010,30/06/2021,
Boomerang,1992,DVD,2,Romantic,Comedy,N,N,N,N,EN/DK,,112,,Eddie Murphy,Halle Berry,Reginald Hudlin,1990,05/07/2021,
"Boondock Saints The (Unrated Director's Cut)",1999,DVD,2,Detective,Action,N,Y,N,Y,DK,,104,5,Normal Reedus,Willem Dafoe,Troy Duffy,1990,17/09/2020,27/12/2020
Boss Level,2019,Blu-Ray,B,Time,Action,N,Y,N,N,DK,DTS,101,4,Frank Grillo,Mel Gibson,Joe Carnahan,2010,15/08/2021,15/08/2021
"Bourne Identity The",2002,DVD,2,Spy,Action,N,Y,N,N,EN/DK,,114,5,Matt Damon,,,2000,,
"Bourne Supremacy The",2004,DVD,2,Spy,Action,N,Y,Y,Y,EN/DK,,104,4,Matt Damon,,,2000,,
"Bourne Ultimatum The",2007,DVD,2,Spy,Action,N,Y,Y,N,EN/DK,,110,5,Matt Damon,,,2000,,
"Bourne Legacy The",2012,Blu-Ray,B,Spy,Action,N,Y,Y,N,EN/DK,,135,5,Jeremy Renner,Rachel Weiszc,,2010,,
"Bourne Jason",2016,DVD,2,Spy,Action,N,N,N,N,EN/DK,,118,,Matt Damon,,,2010,19/07/2021,
Bowfinger,1999,DVD,1,Crime,Comedy,N,N,Y,N,EN,,97,,Steve Martin,Eddie Murphy,Frank Oz,1990,28/09/2020,
"Boy in the Striped Pyjamas The",2008,DVD,2,War / Military,Drama,N,Y,Y,Y,EN/DK,,91,4,,,,2000,,
Braindead,1992,DVD,2,Zombie,Body Horror,N,Y,N,N,DK,,99,4,,,Peter Jackson,1990,,13/01/2020
Braveheart,1995,Blu-Ray,A/B/C,Historical,Action,N,Y,Y,N,DK,,178,6,Mel Gibson,,Mel Gibson,1990,29/06/2020,
"Brave One The",2007,DVD,2,Vigilante,Thriller,N,N,N,N,EN/DK,,117,,Jodie Foster,Terrence Howard,Neil Jordan,2000,08/10/2020,
Brazil,1984,Blu-Ray,A/B/C,Sci-Fi,Adventure,N,Y,N,Y,EN,,143,6,Jonathan Pryce,Bob Hoskins ,Terry Gilliam,1980,,
"Breakfast Club The",1985,DVD,2,School,Comedy,N,N,N,N,EN/DK,,93,,Emilio Estevez,Molly Ringwald,John Hughes,1980,25/07/2021,
Breakfast at Tiffany's,1961,Blu-Ray,B,Romantic,Drama,N,N,Y,N,EN/DK,,115,,,,,1960,,
"Bridge on the River Kwai The",1957,Blu-Ray,A/B/C,War / Military,Drama,N,Y,N,N,EN/DK,,161,6,,,,1950,,
"Bridge Too Far A",1977,DVD,2,War / Military,Drama,N,N,N,N,EN/DK,,169,,Michael Caine,Sean Connery,Richard Attenborough,1970,21/04/2021,
Broken Arrow,1996,DVD,2,Terrorist,Action,N,Y,N,N,EN,,108,6,John Travolta,Christian Slater,John Woo,1990,26/10/2020,
Broken City,2013,Blu-Ray,B,Conspiracy,Thriller,N,Y,N,N,DK,,109,5,Mark Wahlberg,Russell Crowe,Allan Hughes,2010,,22/09/2020
"Brooklyn Nine-Nine Season 1",2017,DVD,2,Detective,Comedy,N,Y,N,N,EN,,456,5,Andy Samberg,,,2010,29/03/2021,
"Brooklyn Nine-Nine Season 2",2015,DVD,2,Detective,Comedy,N,Y,N,N,EN,,480,5,Andy Samberg,,,2010,29/03/2021,
"Brooklyn Nine-Nine Season 3",2017,DVD,2,Detective,Comedy,N,Y,N,N,EN,,473,5,Andy Samberg,,,2010,29/03/2021,
"Brooklyn Nine-Nine Season 4",2017,DVD,2,Detective,Comedy,N,Y,N,N,EN,,451,5,Andy Samberg,,,2010,,
"Brooklyn Nine-Nine Season 5",2018,DVD,2,Detective,Comedy,N,Y,N,N,EN,,455,5,Andy Samberg,Ossie Davis,,2010,,
"Brother's Grimm The",2005,DVD,2,Fantasy,Action,N,Y,Y,N,DK,,114,3,Matt Damon,Heath Ledger,,2000,18/06/2020,20/07/2020
Bruce Almighty,2003,DVD,2,Supernatural,Comedy,N,N,Y,N,DK,,97,,Jim Carrey,Morgan Freeman,Tom Shadyac,2000,14/10/2020,
Bubba Ho-Tep,2005,DVD,2,Supernatural,Mystery,N,Y,Y,Y,DK,,95,4,Bruce Campbell,Ossie Davis,,2000,,
Burn After Reading,2008,DVD,2,Spy,Comedy,N,Y,N,N,DK,,82,7,Brad Pitt,George Clooney,Coen Brothers,2000,28/04/2020,17/6/2020
Butch Cassidy and the Sundance Kid (Special Edition),1968,DVD,2,Western,Action,N,N,N,N,EN/DK,,106,7,Robert Redford,Paul Newman,George Roy Hill,1960,20/10/2020,
Butterfly On A Wheel,2006,DVD,2,Vigilante,Thriller,N,Y,N,N,DK,,91,4,Pierce Brosnan,Gerard Butler,Mike Barker,2000,25/07/2021,25/7/2021
Cabin in the Woods,2011,DVD,2,Lovecraftian,Horror Comedy,N,Y,Y,N,DK,,93,7,Chris Hemsworth,,,2010,,
Cabin in the Woods,2011,Blu-Ray,B,Lovecraftian,Horror Comedy,N,Y,Y,N,DK,,95,7,Chris Hemsworth,,Joss Whedon,2010,,
"Cable Guy The",1996,Blu-Ray,A/B/C,Dark,Comedy,N,Y,Y,N,EN/DK,,96,6,Jim Carrey,Matthew Broderick,Ben Stiller,1990,,
Cadillac Man,1989,DVD,2,Hostage,Drama,N,Y,N,N,EN/DK,Dolby Surround (2.1),93,5,Robin Williams,Tim Robbins,Roger Donaldson,1980,18/09/2021,19/09/2021
Calendar Girls,2003,DVD,2,Romantic,Comedy,N,Y,N,Y,EN/DK,,104,4,Helen Mirren,Julie Walthers,Nigel Cole,2000,08/10/2020,02/11/2020
Caligula,1977,DVD,2,Roman,Epic,N,N,N,Y,DK,Dolby Digital (5.1),156,,Malcolm McDowell,Teresa Ann Savoy,Bob Guccione,1970,23/08/2021,
"Call of Cthulhu The",2005,DVD,0,Supernatural,Horror,N,Y,N,N,,,47,4,,,,2000,,
"Call the Midwife Season 6",2016,DVD,2,Everyday,Drama,N,N,N,N,EN,,550,,,,,2010,,
"Call the Midwife Season 8",2019,DVD,2,Everyday,Drama,N,N,N,N,EN,,545,,,,,2010,,
"Calling The",2000,DVD,2,Demonic,Thriller,N,N,N,N,DK,,86,,Laura Harris,Richard Lintern,Richard Caesar,2000,05/07/2021,
Candyman,1992,DVD,2,Supernatural,Horror,N,Y,Y,Y,EN/DK,Dolby Digital (5.1),95,7,Tony Todd,Virginia Madsen,Bernard Rose,1990,25/08/2021,28/08/2021
Cannonball Run,1981,DVD,2,Chase,Comedy,N,Y,N,N,DK,Mono,95,6,Burt Reynolds,Jackie Chan,Hal Needham,1980,18/09/2021,18/09/2021
Cannonball Run 3,1989,DVD,2,Chase,Comedy,N,N,N,N,DK,,90,,John Candy,Brooke Shields,Jim Drake,1980,25/07/2021,
Cape Fear,1991,Blu-Ray,B,Crime,Thriller,N,Y,N,N,EN/DK,,114,4,Robert DeNiro,,,1990,,
Captain America: The First Avenger,2011,Blu-Ray,2,Superhero,Action,N,N,N,N,EN/DK,,119,5,Chris Evans,Hugo Weaving,Joe Johnston,2010,25/03/2021,
Captain America: The Winter Soldier,2014,Blu-Ray,A/B/C,Superhero,Action,N,Y,Y,N,EN/DK,,136,6,Chris Evans,Robert Downey Jr.,Russo Brothers,2010,,06/01/2021
Captain Philips,2013,Blu-Ray,A/B/C,Historical,Drama,N,Y,Y,N,EN/DK,,134,4,Tom Hanks,,,2010,,
Carnage,2011,Blu-Ray,B,Everyday,Comedy,N,Y,N,N,DK,,79,3,,,,2010,,
Casa De Mi Padre,2012,DVD,2,Western,Comedy,N,N,N,N,DK,,80,,Will Ferrell,,Matt Piedmont,2010,25/07/2021,
Casino,1995,DVD,2,Crime,Drama,N,N,N,N,EN/DK,,171,,Joe Pesci,Robert De Niro,Martin Scorsese,1990,08/04/2021,
Cast Away,2006,DVD,2,Historical,Drama,N,Y,Y,N,EN/DK,,138,6,Tom Hanks,Helen Hunt,Robert Zemeckis,2000,,
Casualties of War,1989,DVD,2,War / Military,Drama,N,Y,N,Y,EN/DK,,109,5,Michael J. Fox,Sean Penn,Brian De Palma,1980,,
Catch Me If You Can (2-Disc),2002,DVD,2,Historical,Adventure,N,Y,N,N,EN/DK,,135,6,Leonardo DiCaprio,Tom Hanks,Steven Spielberg,2000,,
"Cave The",2005,DVD,2,Supernatural,Horror,N,N,N,N,DK,,93,,Lena Headley,Cole Hauser,Bruce Hunt,2000,17/11/2020,
CB4,1993,DVD,2,Music,Comedy,N,Y,N,Y,DK,,85,5,Chris Rock,Phil Hartman,Tamra Davis,1990,07/11/2020,08/12/2020
Centurion,2009,DVD,2,Roman,Action,N,N,N,N,DK,,94,,Michael Fassbender,Dominic West,Neil Marshall,2000,17/10/2020,
Chain of Fools,2000,DVD,2,Heist,Comedy,N,N,N,N,EN/DK,,95,,Steve Zahn,Salma Hayek,Traktor,2000,05/07/2021,
Chain Reaction,1996,DVD,2,Conspiracy,Thriller,N,Y,N,N,EN/DK,,102,4,Keanu Reeves,Morgan Freeman,Andrew Davis,1990,20/10/2020,27/10/2020
"Chapelle's Show: Season 1 The",2004,DVD,1,Stand-up,Comedy,N,N,N,N,EN,,283,,Dave Chapelle,,Dave Chapelle,2000,08/10/2020,
"Chapelle's Show: Season 2 The",2004,DVD,1,Stand-up,Comedy,N,N,N,N,EN,,283,,Dave Chapelle,,Dave Chapelle,2000,08/10/2020,
Charlie and the Chocolate Factory,2005,DVD,2,Fantasy,Adventure,N,Y,N,N,EN/DK,,110,4,Johnny Depp,Freddie Highmore,Tim Burton,2000,28/04/2020,15/05/2020
"Charlie Chaplin Volume One (His New Job A Night Out The Champion In The Park)",1915,DVD,2,,Comedy,N,N,N,N,,,90,,Charlie Chaplin,,Charlie Chaplin,1910,19/07/2021,
"Charlie Chaplin The Mutual Films (The Floorwalker The Fireman The Vagabond One A.M.)",1916,DVD,2,,Comedy,N,N,N,N,,,96,,Charlie Chaplin,,Charlie Chaplin,1910,20/07/2021,
Charlie Wilson's War,2007,DVD,2,Spy,Comedy,N,N,N,N,EN/DK,,98,,Tom Hanks,Philip Seymour Hoffman,Mike Nichols,2000,14/10/2020,
"Chase The",1994,DVD,2,Heist,Action,N,N,N,N,DK,,85,,Charlie Sheen,Henry Rollins,Adam Rifkin,1990,05/07/2021,
Cheaper By The Dozen,2003,DVD,2,Everyday,Comedy,N,Y,Y,N,EN/DK,Dolby Digital (5.1),95,4,Steve Martin,Bonnie Hunt,Shawn Levy,2000,27/7/2021,07/08/2021
Children of Men,2006,DVD,2,Sci-Fi,Action,N,N,N,N,DK,,104,,Clive Owen,Julianne Moore,Alfonso Cuaron,2000,17/10/2020,
Chinatown,1974,DVD,2,Detective,Thriller,N,Y,N,Y,EN/DK,,125,5,Jack Nicholson,Faye Dunaway,Roman Polanski,1970,,
Choke,2000,DVD,2,Chase,Thriller,N,N,N,N,DK,Stereo,89,,Dennis Hopper,Michael Madsen,John Sjogren,2000,18/09/2021,
Christine,1983,DVD,2,Supernatural,Horror,N,Y,N,N,EN/DK,,106,5,John Stockwell,Harry Dean Stanton,John Carpenter,1980,01/07/2020,11/08/2020
"Chronicles of Riddick The (2-Disc Director's Cut)",2004,DVD,2,Sci-Fi,Action,N,Y,Y,N,EN/DK,,128,6,Vin Diesel,Karl Urban,David Twohy,2000,,
"Chronicles of Riddick The: Dark Fury",2004,DVD,2,Sci-Fi,Action,Y,N,N,N,EN/DK,,33,,Vin Diesel,Nick Chinlund,Peter Chung,2000,25/07/2021,
"Cider House Rules The",1999,DVD,2,,Drama,N,N,Y,N,DK,,131,,Tobey Maguire,Michael Caine,Lasse Hallström,1990,17/06/2021,
Cinderella,2015,DVD,2,Fantasy,Drama,N,N,N,N,EN/DK,,101,,Cate Blanchett,Stellan Skarsgård,Kenneth Branagh,2010,21/08/2020,
City of Lost Children,1994,DVD,2,Sci-Fi,Adventure,N,Y,Y,N,EN/DK,,68,6,Ron Pearlman,Daniel Emilfork,Marc Caro,1990,,
"Clan of the Cave Bear The",1986,DVD,2,Alternate History,Drama,N,N,N,N,DK,,94,,Darryl Hannah,James Remar,Michael Chapman,1980,17/10/2020,
Clear and Present Danger,1994,DVD,2,Spy,Action,N,Y,N,N,EN,,135,4,Harrison Ford,Willem Dafoe,John Milius,1990,08/03/2020,13/09/2020
Clerks (10th Anniversary Edition),1994,DVD,1,Everyday,Comedy,N,Y,Y,N,EN,,102,7,Brian O'Halloran,Jeff Anderson,Kevin Smith,1990,,
Clerks (10th Anniversary Edition),1994,DVD,2,Everyday,Comedy,N,Y,Y,N,EN,,102,7,Brian O'Halloran,Jeff Anderson,Kevin Smith,1990,17/11/2020,24/11/2020
Clerks II,2006,DVD,2,Everyday,Comedy,,Y,,,DK,,93,7,Brian O'Halloran,Jeff Anderson,Kevin Smith,2000,25/07/2021,25/7/2021
Cliffhanger (Special Edition) ,1993,DVD,2,Conspiracy,Action,N,Y,Y,N,DK,,108,5,Sylvester Stallone,Michael Rooker,Renny Harlin,1990,22/01/2020,22/03/2020
Clockwise,1986,DVD,2,Chase,Comedy,N,Y,N,N,DK,,96,6,John Cleese,Penelope Wilton,Christopher Morahan,1980,07/11/2020,26/11/2020
"Clockwork Orange A",1971,DVD,2,Crime,Drama,N,N,N,N,EN/DK,,131,,Malcolm McDowell,Patrick Magee,Stanley Kubrick,1970,05/07/2021,
Close Encounters of the Third Kind (Collector's Edition) ,1977,Blu-Ray,A/B/C,Extraterrestrial,Mystery,N,Y,N,N,EN/DK,,137,7,Richard Dreyfuss,Fraincois Truffaut,Steven Spielberg,1970,,
Cloud Atlas,2012,Blu-Ray,B,Sci-Fi,Adventure,N,Y,N,Y,DK,,172,5,Tom Hanks,Halle Berry,Wachowski Brothers,2010,,
Clueless,1995,DVD,2,Everyday,Comedy,N,Y,N,N,DK,,93,5,Alicia Silverstone,Paul Rudd,Amy Heckerling,1990,28/04/2020,17/05/2020
Cobra,1986,Blu-Ray,B,Detective,Action,N,Y,Y,Y,EN/DK,,87,4,Sylvester Stallone,Brigitte Nielsen,George P. Cosmatos,1980,,
Code of Silence,1985,DVD,2,Buddy Cop,Action,N,Y,N,N,DK,,96,5,Chuck Norris,Henry Silva,Andy Davis,1980,25/07/2021,26/07/2021
Collateral,2004,Blu-Ray,B,Crime,Thriller,N,Y,Y,N,EN/DK,,120,6,Tom Cruise,Jamie Foxx,Michael Mann,2000,,
Collateral Damage,2001,Blu-Ray,B,Conspiracy,Action,N,Y,Y,N,EN/DK,,108,4,Arnold Schwarzenegger,Elias Koteas,Andrew Davis,2000,08/02/2020,15/02/2020
Coming to America ,1988,Blu-Ray,B,Romantic,Comedy,N,Y,N,Y,EN/DK,,117,6,Eddie Murphy,Arsenio Hall,John Landis,1980,,07/12/2020
Commando,1985,Blu-Ray,B,War / Military,Action,N,Y,Y,Y,EN,,85,6,Arnold Schwarzenegger,,Mark L. Lester,1980,,
Con Air (Extended Edition) ,1997,DVD,2,Crime,Action,N,Y,N,N,EN/DK,,115,5,Nicholas Cage,John Cusack,Simon West,1990,,
Conan the Barbarian,1982,Blu-Ray,B,Fantasy,Adventure,N,Y,Y,Y,EN,,129,7,Arnold Schwarzenegger,James Earl Jones,Basil Poledouris,1980,,10/04/2021
Conan the Destroyer,1984,DVD,2,Fantasy,Adventure,N,Y,N,N,DK,,97,5,Arnold Schwarzenegger,Grace Jones,Basil Poledouris,1980,08/03/2020,
Conan the Barbarian,2011,DVD,2,Fantasy,Adventure,N,N,N,N,EN,,107,,Jason Momoa,Rachel Nichols,Marcus Nispel,2010,23/06/2021,
Congo,1995,DVD,2,Sci-Fi,Action,N,Y,N,N,DK,,104,4,Laura Linney,Tim Curry,Michael Crichton,1990,,
"Conjuring The",2013,Blu-Ray,B,Demonic,Horror,N,Y,N,N,DK,,111,6,Patrick Wilson,Vera Farmiga,James Wan,2010,,
"Conjuring 2 The",2016,Blu-Ray,B,Demonic,Horror,N,Y,N,N,EN/DK,,133,5,Patrick Wilson,Vera Farmiga,James Wan,2010,,
Conspiracy,2008,DVD,2,Vigilante,Action,N,N,N,N,EN/DK,,86,,Val Kilmer,Gary Cole,Adam Marcus,2000,25/07/2021,
Constantine (2-Disc Edition),2005,DVD,2,Demonic,Action,N,N,Y,N,EN/DK,,115,,Keanu Reeves,Rachel Weisz,Francis Lawrence,2000,18/06/2020,
Contact,1997,Blu-Ray,B,Extraterrestrial,Drama,N,Y,Y,N,DK,,149,6,Jodie Foster,Matthew McConaughey,Robert Zemeckis,1990,,
Contagion,2011,Blu-Ray,B,Disaster,Thriller,N,Y,N,N,DK,,106,5,Matt Damon,Lawrence Fishburne,Steven Soderbergh,2010,08/02/2020,29/02/2020
Contractor,2007,DVD,2,Terrorist,Action,N,N,N,N,EN/DK,,94,,Wesley Snipes,Lena Headey,Josef Rusnak,2000,28/07/2021,
Convoy,1978,DVD,2,Chase,Action,N,N,N,N,DK,,104,,Kris Kristofferson,Ali MacGraw,Sam Peckinpah,1970,09/03/2021,
Cop Land,1997,Blu-Ray,B,Crime,Drama,N,Y,N,N,DK,,105,6,Sylvester Stallone,Harvey Keitel,James Mangold,1990,,
"Core The",2002,DVD,2,Sci-Fi,Thriller,N,Y,Y,N,EN/DK,,135,4,Aaron Eckhart,Hilary Swank,Jon Amiel,2000,,
Corpse Bride,2005,DVD,2,Dark,Adventure,Y,N,N,N,DK,,73,,,,Tim Burton,2000,10/11/2020,
